File	SMILES	HOMO (Ha)	LUMO (Ha)	GAP (eV)
CCc1cNcCNcCOcCOc1O_opt.log	C=Cc1c(N)c(C#N)c(C=O)c(C=O)c1(O)	-0.24677	-0.08936	4.283346474
CCc1cNcFcFcNOO-c1CN_opt.log	C=Cc1c(N)c(F)c(F)c(N(=O)(=O))c1(C#N)	-0.25895	-0.10337	4.233549612
NCc1cNcFcCNcCOc1O_opt.log	N#Cc1c(N)c(F)c(C#N)c(C=O)c1(O)	-0.26164	-0.09518	4.529609644
CCc1cNcCOcFcCCc1CO_opt.log	C=Cc1c(N)c(C=O)c(F)c(C=C)c1(C=O)	-0.22034	-0.08203	3.763608734
CCc1cNcFcOcNOO-c1CO_opt.log	C=Cc1c(N)c(F)c(O)c(N(=O)(=O))c1(C=O)	-0.24896	-0.09147	4.285523386
NCc1cNcCNcFcNOO-c1O_opt.log	N#Cc1c(N)c(C#N)c(F)c(N(=O)(=O))c1(O)	-0.27585	-0.10386	4.6800886859999995
NCc1cNcNOO-cNcCOc1F_opt.log	N#Cc1c(N)c(N(=O)(=O))c(N)c(C=O)c1(F)	-0.25716	-0.11421	3.88986963
CCc1cCNcNcFcNc1CN_opt.log	C=Cc1c(C#N)c(N)c(F)c(N)c1(C#N)	-0.23361	-0.04671	5.085810660000001
CCc1cFcNcCOcOc1CN_opt.log	C=Cc1c(F)c(N)c(C=O)c(O)c1(C#N)	-0.23355	-0.07743	4.248243768
NCc1cNcFcFcNc1NOO-_opt.log	N#Cc1c(N)c(F)c(F)c(N)c1(N(=O)(=O))	-0.2224	-0.10532	3.1859107119999996
CCc1cOcCNcNcFc1CC_opt.log	C=Cc1c(O)c(C#N)c(N)c(F)c1(C=C)	-0.21824	-0.0417	4.803900555999999
NCc1cNcFcOcOc1O_opt.log	N#Cc1c(N)c(F)c(O)c(O)c1(O)	-0.20698	-0.02253	5.01914273
Nc1cCOcFcNOO-cNOO-c1CO_opt.log	Nc1c(C=O)c(F)c(N(=O)(=O))c(N(=O)(=O))c1(C=O)	-0.28272	-0.14041	3.872454334000001
CCc1cNcFcCCcNOO-c1N_opt.log	C=Cc1c(N)c(F)c(C=C)c(N(=O)(=O))c1(N)	-0.2151	-0.07624	3.7785750040000003
NCc1cNcCOcFcOc1NOO-_opt.log	N#Cc1c(N)c(C=O)c(F)c(O)c1(N(=O)(=O))	-0.24604	-0.12238	3.3649617240000005
CCc1cOcCOcCCcNc1CN_opt.log	C=Cc1c(O)c(C=O)c(C=C)c(N)c1(C#N)	-0.21069	-0.06885	3.859664976
CCc1cNcCCcCOcCOc1O_opt.log	C=Cc1c(N)c(C=C)c(C=O)c(C=O)c1(O)	-0.22401	-0.06877	4.224297736
NCc1cFcOcCOcNc1CO_opt.log	N#Cc1c(F)c(O)c(C=O)c(N)c1(C=O)	-0.24751	-0.09532	4.141302966
NCc1cNcCOcNOO-cCOc1NOO-_opt.log	N#Cc1c(N)c(C=O)c(N(=O)(=O))c(C=O)c1(N(=O)(=O))	-0.28065	-0.14904	3.5812923540000003
CCc1cFcCOcNcCNc1NOO-_opt.log	C=Cc1c(F)c(C=O)c(N)c(C#N)c1(N(=O)(=O))	-0.24929	-0.12482	3.3870029580000005
CCc1cNcNOO-cFcFc1F_opt.log	C=Cc1c(N)c(N(=O)(=O))c(F)c(F)c1(F)	-0.24025	-0.10098	3.7897316780000003
CCc1cNcCOcCOcCNc1F_opt.log	C=Cc1c(N)c(C=O)c(C=O)c(C#N)c1(F)	-0.24798	-0.10327	3.937761694
CCc1cFcNcCNcCCc1CC_opt.log	C=Cc1c(F)c(N)c(C#N)c(C=C)c1(C=C)	-0.21746	-0.04726	4.63138028
CCc1cNcFcCNcCOc1CC_opt.log	C=Cc1c(N)c(F)c(C#N)c(C=O)c1(C=C)	-0.23756	-0.06648	4.655326312000001
CCc1cNcCOcFcNOO-c1N_opt.log	C=Cc1c(N)c(C=O)c(F)c(N(=O)(=O))c1(N)	-0.23532	-0.0856	4.074090808000001
CCc1cNcFcCNcNOO-c1O_opt.log	C=Cc1c(N)c(F)c(C#N)c(N(=O)(=O))c1(O)	-0.25059	-0.10414	3.9851095299999995
CCc1cFcNcCOcCNc1NOO-_opt.log	C=Cc1c(F)c(N)c(C=O)c(C#N)c1(N(=O)(=O))	-0.26373	-0.10845	4.225386192000001
CCc1cCOcNcFcCOc1CO_opt.log	C=Cc1c(C=O)c(N)c(F)c(C=O)c1(C=O)	-0.24334	-0.09481	4.0417092420000005
NCc1cNcFcFcNc1CO_opt.log	N#Cc1c(N)c(F)c(F)c(N)c1(C=O)	-0.20961	-0.07501	3.6626544400000003
CCc1cCOcNOO-cNcFc1NOO-_opt.log	C=Cc1c(C=O)c(N(=O)(=O))c(N)c(F)c1(N(=O)(=O))	-0.25579	-0.13242	3.357070418
CCc1cNcCCcCCcOc1F_opt.log	C=Cc1c(N)c(C=C)c(C=C)c(O)c1(F)	-0.19418	-0.02267	4.667027214
NCc1cFcOcFcNc1CO_opt.log	N#Cc1c(F)c(O)c(F)c(N)c1(C=O)	-0.24252	-0.07909	4.4471591020000005
CCc1cNcFcNOO-cNc1CC_opt.log	C=Cc1c(N)c(F)c(N(=O)(=O))c(N)c1(C=C)	-0.19055	-0.08174	2.960872434
CCc1cNcCOcNcNOO-c1F_opt.log	C=Cc1c(N)c(C=O)c(N)c(N(=O)(=O))c1(F)	-0.23125	-0.08571	3.960347156
CCc1cNcFcFcCCc1CO_opt.log	C=Cc1c(N)c(F)c(F)c(C=C)c1(C=O)	-0.21503	-0.06341	4.125792468
NCc1cOcNOO-cNcCOc1CO_opt.log	N#Cc1c(O)c(N(=O)(=O))c(N)c(C=O)c1(C=O)	-0.26766	-0.13187	3.695036006000001
Nc1cFcCOcOcFc1CO_opt.log	Nc1c(F)c(C=O)c(O)c(F)c1(C=O)	-0.22201	-0.09273	3.5178897920000005
Nc1cCOcCOcNOO-cNc1NOO-_opt.log	Nc1c(C=O)c(C=O)c(N(=O)(=O))c(N)c1(N(=O)(=O))	-0.27321	-0.12407	4.058308196
CCc1cNcCNcFcCOc1F_opt.log	C=Cc1c(N)c(C#N)c(F)c(C=O)c1(F)	-0.25008	-0.06683	4.986489050000001
CCc1cNcNOO-cNOO-cNc1CN_opt.log	C=Cc1c(N)c(N(=O)(=O))c(N(=O)(=O))c(N)c1(C#N)	-0.22967	-0.11867	3.0204654000000004
CCc1cCOcNcCOcFc1NOO-_opt.log	C=Cc1c(C=O)c(N)c(C=O)c(F)c1(N(=O)(=O))	-0.26132	-0.09936	4.407158344
Nc1cCOcOcFcNOO-c1NOO-_opt.log	Nc1c(C=O)c(O)c(F)c(N(=O)(=O))c1(N(=O)(=O))	-0.26849	-0.13116	3.736941562
CCc1cNcFcFcCOc1F_opt.log	C=Cc1c(N)c(F)c(F)c(C=O)c1(F)	-0.23699	-0.05503	4.951386344
CCc1cNcFcCNcOc1F_opt.log	C=Cc1c(N)c(F)c(C#N)c(O)c1(F)	-0.21866	-0.05433	4.471649362
CCc1cOcFcNcFc1CC_opt.log	C=Cc1c(O)c(F)c(N)c(F)c1(C=C)	-0.20019	-0.01993	4.905126964
CCc1cCNcNcFcCOc1CN_opt.log	C=Cc1c(C#N)c(N)c(F)c(C=O)c1(C#N)	-0.25422	-0.10303	4.114091566
Nc1cFcNOO-cNOO-cOc1NOO-_opt.log	Nc1c(F)c(N(=O)(=O))c(N(=O)(=O))c(O)c1(N(=O)(=O))	-0.28324	-0.14333	3.8071469739999997
NCc1cNcCOcNcCOc1N_opt.log	N#Cc1c(N)c(C=O)c(N)c(C=O)c1(N)	-0.23196	-0.05449	4.829207158000001
CCc1cNcCOcCCcCCc1O_opt.log	C=Cc1c(N)c(C=O)c(C=C)c(C=C)c1(O)	-0.20434	-0.03406	4.633557192
NCc1cOcFcFcNc1CO_opt.log	N#Cc1c(O)c(F)c(F)c(N)c1(C=O)	-0.23349	-0.08384	4.07218601
Nc1cCOcCOcCOcFc1NOO-_opt.log	Nc1c(C=O)c(C=O)c(C=O)c(F)c1(N(=O)(=O))	-0.26506	-0.13032	3.6664640360000007
CCc1cNcFcFcCNc1CO_opt.log	C=Cc1c(N)c(F)c(F)c(C#N)c1(C=O)	-0.24158	-0.08375	4.294775261999999
CCc1cNcCCcFcCCc1F_opt.log	C=Cc1c(N)c(C=C)c(F)c(C=C)c1(F)	-0.20323	-0.01836	5.0305715179999995
CCc1cNcFcCNcNOO-c1N_opt.log	C=Cc1c(N)c(F)c(C#N)c(N(=O)(=O))c1(N)	-0.23776	-0.09161	3.97694611
NCc1cNcFcCNcNOO-c1F_opt.log	N#Cc1c(N)c(F)c(C#N)c(N(=O)(=O))c1(F)	-0.28485	-0.12514	4.345932694
CCc1cNcCOcFcNOO-c1CO_opt.log	C=Cc1c(N)c(C=O)c(F)c(N(=O)(=O))c1(C=O)	-0.25604	-0.11187	3.9230675379999997
CCc1cOcFcCOcNc1NOO-_opt.log	C=Cc1c(O)c(F)c(C=O)c(N)c1(N(=O)(=O))	-0.22944	-0.10043	3.5105427140000005
Nc1cFcOcOcFc1NOO-_opt.log	Nc1c(F)c(O)c(O)c(F)c1(N(=O)(=O))	-0.22077	-0.0886	3.5965307380000002
NCc1cNcNOO-cNOO-cCOc1F_opt.log	N#Cc1c(N)c(N(=O)(=O))c(N(=O)(=O))c(C=O)c1(F)	-0.29086	-0.13853	4.1451125620000004
CCc1cOcCNcNcCNc1CO_opt.log	C=Cc1c(O)c(C#N)c(N)c(C#N)c1(C=O)	-0.23793	-0.09749	3.821569016
NCc1cNcCOcFcNOO-c1CO_opt.log	N#Cc1c(N)c(C=O)c(F)c(N(=O)(=O))c1(C=O)	-0.27814	-0.13173	3.9840210739999997
NCc1cOcCOcNcNOO-c1O_opt.log	N#Cc1c(O)c(C=O)c(N)c(N(=O)(=O))c1(O)	-0.26216	-0.11673	3.9573539020000004
NCc1cCOcNcFcNc1NOO-_opt.log	N#Cc1c(C=O)c(N)c(F)c(N)c1(N(=O)(=O))	-0.25249	-0.1052	4.007967106
Nc1cFcOcCOcNOO-c1F_opt.log	Nc1c(F)c(O)c(C=O)c(N(=O)(=O))c1(F)	-0.24931	-0.10716	3.86810051
CCc1cNcCNcCOcNc1CO_opt.log	C=Cc1c(N)c(C#N)c(C=O)c(N)c1(C=O)	-0.20621	-0.08255	3.3649617240000005
CCc1cNcCOcCOcOc1CC_opt.log	C=Cc1c(N)c(C=O)c(C=O)c(O)c1(C=C)	-0.20807	-0.07819	3.534216632
NCc1cNcCOcCNcCOc1CN_opt.log	N#Cc1c(N)c(C=O)c(C#N)c(C=O)c1(C#N)	-0.28428	-0.13087	4.174500874
NCc1cCOcNcFcFc1NOO-_opt.log	N#Cc1c(C=O)c(N)c(F)c(F)c1(N(=O)(=O))	-0.27595	-0.11731	4.3168164959999995
CCc1cNcCCcCNcOc1O_opt.log	C=Cc1c(N)c(C=C)c(C#N)c(O)c1(O)	-0.19732	-0.03869	4.316544382
CCc1cFcCNcNcCNc1CO_opt.log	C=Cc1c(F)c(C#N)c(N)c(C#N)c1(C=O)	-0.2467	-0.1052	3.8504131000000004
NCc1cCOcCOcCOcNc1NOO-_opt.log	N#Cc1c(C=O)c(C=O)c(C=O)c(N)c1(N(=O)(=O))	-0.27199	-0.13612	3.697212918000001
Nc1cFcOcFcNc1CO_opt.log	Nc1c(F)c(O)c(F)c(N)c1(C=O)	-0.20045	-0.04363	4.267291748
NCc1cNcFcFcCNc1O_opt.log	N#Cc1c(N)c(F)c(F)c(C#N)c1(O)	-0.25159	-0.0634	5.120913365999999
NCc1cNcFcNOO-cNc1CO_opt.log	N#Cc1c(N)c(F)c(N(=O)(=O))c(N)c1(C=O)	-0.22511	-0.11647	2.9562464960000003
CCc1cNcCNcNOO-cFc1CO_opt.log	C=Cc1c(N)c(C#N)c(N(=O)(=O))c(F)c1(C=O)	-0.25084	-0.12298	3.479249604
Nc1cFcFcNOO-cFc1NOO-_opt.log	Nc1c(F)c(F)c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.27601	-0.12523	4.1029348919999995
CCc1cNcCOcNOO-cOc1CC_opt.log	C=Cc1c(N)c(C=O)c(N(=O)(=O))c(O)c1(C=C)	-0.21769	-0.0888	3.5072773460000004
CCc1cNcCCcNOO-cFc1CO_opt.log	C=Cc1c(N)c(C=C)c(N(=O)(=O))c(F)c1(C=O)	-0.23137	-0.09887	3.6055105000000003
CCc1cNcNOO-cCNcFc1O_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C#N)c(F)c1(O)	-0.24563	-0.10154	3.9208906260000003
CCc1cNcCNcOcCNc1F_opt.log	C=Cc1c(N)c(C#N)c(O)c(C#N)c1(F)	-0.24447	-0.05234	5.228126282
NCc1cNcCOcNOO-cNc1F_opt.log	N#Cc1c(N)c(C=O)c(N(=O)(=O))c(N)c1(F)	-0.22799	-0.11854	2.97828773
CCc1cNcCNcNOO-cFc1NOO-_opt.log	C=Cc1c(N)c(C#N)c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.26014	-0.13765	3.3331243859999997
CCc1cNOO-cFcNcNOO-c1NOO-_opt.log	C=Cc1c(N(=O)(=O))c(F)c(N)c(N(=O)(=O))c1(N(=O)(=O))	-0.26514	-0.14053	3.390812554
CCc1cNcFcOcCOc1N_opt.log	C=Cc1c(N)c(F)c(O)c(C=O)c1(N)	-0.20519	-0.02533	4.894242404000001
Nc1cFcNOO-cCOcNOO-c1CO_opt.log	Nc1c(F)c(N(=O)(=O))c(C=O)c(N(=O)(=O))c1(C=O)	-0.26993	-0.13974	3.5426521660000003
CCc1cNcCCcCCcNOO-c1F_opt.log	C=Cc1c(N)c(C=C)c(C=C)c(N(=O)(=O))c1(F)	-0.22882	-0.07807	4.10211855
CCc1cCOcNOO-cCCcNc1NOO-_opt.log	C=Cc1c(C=O)c(N(=O)(=O))c(C=C)c(N)c1(N(=O)(=O))	-0.25781	-0.11469	3.8944955679999995
CCc1cFcCNcCOcNc1CN_opt.log	C=Cc1c(F)c(C#N)c(C=O)c(N)c1(C#N)	-0.25271	-0.10543	4.007694992
CCc1cNcNOO-cCCcCCc1CN_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C=C)c(C=C)c1(C#N)	-0.23081	-0.09852	3.599796106
CCc1cNcCNcNOO-cNOO-c1CN_opt.log	C=Cc1c(N)c(C#N)c(N(=O)(=O))c(N(=O)(=O))c1(C#N)	-0.27821	-0.13554	3.8822504380000007
CCc1cNcNOO-cCCcCNc1CC_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C=C)c(C#N)c1(C=C)	-0.23925	-0.09824	3.837079514
CCc1cNcCNcNOO-cCCc1N_opt.log	C=Cc1c(N)c(C#N)c(N(=O)(=O))c(C=C)c1(N)	-0.22119	-0.09201	3.5151686520000007
CCc1cNcCCcCNcCCc1N_opt.log	C=Cc1c(N)c(C=C)c(C#N)c(C=C)c1(N)	-0.19408	-0.03517	4.324163574
CCc1cFcNOO-cNcFc1CO_opt.log	C=Cc1c(F)c(N(=O)(=O))c(N)c(F)c1(C=O)	-0.2405	-0.11454	3.4275479439999996
NCc1cNcNOO-cCOcCOc1F_opt.log	N#Cc1c(N)c(N(=O)(=O))c(C=O)c(C=O)c1(F)	-0.27307	-0.12757	3.9592587
NCc1cNcFcCOcCNc1N_opt.log	N#Cc1c(N)c(F)c(C=O)c(C#N)c1(N)	-0.23546	-0.09852	3.7263291160000005
CCc1cNcCNcOcCCc1CO_opt.log	C=Cc1c(N)c(C#N)c(O)c(C=C)c1(C=O)	-0.21284	-0.07891	3.644422802
NCc1cNcNOO-cOcNOO-c1O_opt.log	N#Cc1c(N)c(N(=O)(=O))c(O)c(N(=O)(=O))c1(O)	-0.28002	-0.11043	4.614781326
NCc1cCOcNcFcNOO-c1CO_opt.log	N#Cc1c(C=O)c(N)c(F)c(N(=O)(=O))c1(C=O)	-0.27526	-0.129	3.9799393640000003
CCc1cCNcNcCCcNOO-c1CN_opt.log	C=Cc1c(C#N)c(N)c(C=C)c(N(=O)(=O))c1(C#N)	-0.25264	-0.11547	3.732587737999999
CCc1cCNcCOcCOcNc1CO_opt.log	C=Cc1c(C#N)c(C=O)c(C=O)c(N)c1(C=O)	-0.2528	-0.10653	3.9802114780000006
CCc1cNcCCcCOcCCc1O_opt.log	C=Cc1c(N)c(C=C)c(C=O)c(C=C)c1(O)	-0.20144	-0.04768	4.184024864
NCc1cCOcCOcNcNOO-c1NOO-_opt.log	N#Cc1c(C=O)c(C=O)c(N)c(N(=O)(=O))c1(N(=O)(=O))	-0.28567	-0.15269	3.618571972
CCc1cNcCOcNcFc1NOO-_opt.log	C=Cc1c(N)c(C=O)c(N)c(F)c1(N(=O)(=O))	-0.212	-0.09829	3.094208294
Nc1cFcOcFcNc1NOO-_opt.log	Nc1c(F)c(O)c(F)c(N)c1(N(=O)(=O))	-0.21106	-0.0904	3.283327524
CCc1cCNcFcNcCOc1CO_opt.log	C=Cc1c(C#N)c(F)c(N)c(C=O)c1(C=O)	-0.24438	-0.09393	4.093955129999999
NCc1cNcCOcNOO-cFc1NOO-_opt.log	N#Cc1c(N)c(C=O)c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.27659	-0.15533	3.2996543640000002
NCc1cNcCOcNcFc1NOO-_opt.log	N#Cc1c(N)c(C=O)c(N)c(F)c1(N(=O)(=O))	-0.23814	-0.11715	3.2923072859999998
NCc1cOcCOcNcCOc1O_opt.log	N#Cc1c(O)c(C=O)c(N)c(C=O)c1(O)	-0.25302	-0.07184	4.930161452
NCc1cFcFcNcCOc1NOO-_opt.log	N#Cc1c(F)c(F)c(N)c(C=O)c1(N(=O)(=O))	-0.26876	-0.12656	3.8694610799999998
CCc1cNcCOcOcCOc1CN_opt.log	C=Cc1c(N)c(C=O)c(O)c(C=O)c1(C#N)	-0.24089	-0.08788	4.1636163139999995
Nc1cFcCOcNcNOO-c1NOO-_opt.log	Nc1c(F)c(C=O)c(N)c(N(=O)(=O))c1(N(=O)(=O))	-0.23257	-0.12099	3.036248012
CCc1cNcCCcNOO-cCCc1CO_opt.log	C=Cc1c(N)c(C=C)c(N(=O)(=O))c(C=C)c1(C=O)	-0.21978	-0.0898	3.536937772
NCc1cNcCOcCOcNOO-c1CN_opt.log	N#Cc1c(N)c(C=O)c(C=O)c(N(=O)(=O))c1(C#N)	-0.28881	-0.13856	4.088512850000001
Nc1cFcNcNOO-cOc1CO_opt.log	Nc1c(F)c(N)c(N(=O)(=O))c(O)c1(C=O)	-0.23104	-0.07862	4.147561588
NCc1cCOcOcCOcNc1NOO-_opt.log	N#Cc1c(C=O)c(O)c(C=O)c(N)c1(N(=O)(=O))	-0.27924	-0.11959	4.3443000099999995
CCc1cNcCOcCCcCNc1O_opt.log	C=Cc1c(N)c(C=O)c(C=C)c(C#N)c1(O)	-0.22584	-0.05268	4.711926024
Nc1cFcFcCOcOc1NOO-_opt.log	Nc1c(F)c(F)c(C=O)c(O)c1(N(=O)(=O))	-0.25627	-0.09756	4.318721294
CCc1cNcFcCOcCOc1CO_opt.log	C=Cc1c(N)c(F)c(C=O)c(C=O)c1(C=O)	-0.23857	-0.08026	4.307836734
CCc1cOcCCcNOO-cNc1CO_opt.log	C=Cc1c(O)c(C=C)c(N(=O)(=O))c(N)c1(C=O)	-0.2187	-0.09159	3.458841054
CCc1cCNcNcCOcNc1CO_opt.log	C=Cc1c(C#N)c(N)c(C=O)c(N)c1(C=O)	-0.23556	-0.0688	4.537773064
CCc1cFcCOcNcNOO-c1CO_opt.log	C=Cc1c(F)c(C=O)c(N)c(N(=O)(=O))c1(C=O)	-0.24839	-0.11546	3.617211402
CCc1cNcCCcCNcOc1F_opt.log	C=Cc1c(N)c(C=C)c(C#N)c(O)c1(F)	-0.21131	-0.05062	4.372599866
CCc1cFcNcNOO-cFc1F_opt.log	C=Cc1c(F)c(N)c(N(=O)(=O))c(F)c1(F)	-0.2402	-0.10322	3.727417572
Nc1cCOcOcNOO-cCOc1NOO-_opt.log	Nc1c(C=O)c(O)c(N(=O)(=O))c(C=O)c1(N(=O)(=O))	-0.27641	-0.13105	3.955449104
NCc1cFcNcFcNOO-c1CN_opt.log	N#Cc1c(F)c(N)c(F)c(N(=O)(=O))c1(C#N)	-0.27125	-0.12777	3.9042916720000003
CCc1cNcCNcNOO-cNOO-c1CC_opt.log	C=Cc1c(N)c(C#N)c(N(=O)(=O))c(N(=O)(=O))c1(C=C)	-0.25796	-0.10913	4.049872662
CCc1cFcNcNOO-cOc1CO_opt.log	C=Cc1c(F)c(N)c(N(=O)(=O))c(O)c1(C=O)	-0.24519	-0.09269	4.1497385
CCc1cNcNOO-cCCcCOc1CN_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C=C)c(C=O)c1(C#N)	-0.25266	-0.10969	3.8904138579999996
NCc1cCOcNOO-cFcNc1NOO-_opt.log	N#Cc1c(C=O)c(N(=O)(=O))c(F)c(N)c1(N(=O)(=O))	-0.2873	-0.14494	3.8738149039999996
CCc1cCOcNcCOcCOc1NOO-_opt.log	C=Cc1c(C=O)c(N)c(C=O)c(C=O)c1(N(=O)(=O))	-0.2644	-0.1126	4.130690520000001
NCc1cCOcNcCOcNOO-c1NOO-_opt.log	N#Cc1c(C=O)c(N)c(C=O)c(N(=O)(=O))c1(N(=O)(=O))	-0.29114	-0.14965	3.8501409860000004
NCc1cNcCNcCNcNc1F_opt.log	N#Cc1c(N)c(C#N)c(C#N)c(N)c1(F)	-0.22642	-0.09558	3.5603395760000005
NCc1cNcCNcCOcCOc1O_opt.log	N#Cc1c(N)c(C#N)c(C=O)c(C=O)c1(O)	-0.26272	-0.10552	4.27763208
CCc1cNcFcFcNOO-c1NOO-_opt.log	C=Cc1c(N)c(F)c(F)c(N(=O)(=O))c1(N(=O)(=O))	-0.26247	-0.11363	4.050144776
Nc1cFcNcCOcFc1CO_opt.log	Nc1c(F)c(N)c(C=O)c(F)c1(C=O)	-0.23033	-0.05584	4.748117186
NCc1cOcOcFcNc1F_opt.log	N#Cc1c(O)c(O)c(F)c(N)c1(F)	-0.21113	-0.03321	4.841452288000001
NCc1cNcCOcOcNOO-c1NOO-_opt.log	N#Cc1c(N)c(C=O)c(O)c(N(=O)(=O))c1(N(=O)(=O))	-0.28756	-0.13799	4.070009098
CCc1cNcCNcCOcNc1CC_opt.log	C=Cc1c(N)c(C#N)c(C=O)c(N)c1(C=C)	-0.19563	-0.06596	3.528502238
CCc1cNcNOO-cCCcCCc1O_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C=C)c(C=C)c1(O)	-0.21971	-0.07682	3.8882369459999997
NCc1cFcNcCOcCNc1CN_opt.log	N#Cc1c(F)c(N)c(C=O)c(C#N)c1(C#N)	-0.2749	-0.12086	4.1916440559999995
CCc1cNcCOcNOO-cOc1NOO-_opt.log	C=Cc1c(N)c(C=O)c(N(=O)(=O))c(O)c1(N(=O)(=O))	-0.24042	-0.12396	3.169039644
CCc1cNcCCcCNcFc1CN_opt.log	C=Cc1c(N)c(C=C)c(C#N)c(F)c1(C#N)	-0.23526	-0.07671	4.31436747
CCc1cOcCNcCOcNc1CO_opt.log	C=Cc1c(O)c(C#N)c(C=O)c(N)c1(C=O)	-0.22814	-0.0944	3.639252636000001
CCc1cCNcFcFcNc1NOO-_opt.log	C=Cc1c(C#N)c(F)c(F)c(N)c1(N(=O)(=O))	-0.25688	-0.11232	3.933679984
NCc1cCOcNcFcCOc1NOO-_opt.log	N#Cc1c(C=O)c(N)c(F)c(C=O)c1(N(=O)(=O))	-0.27407	-0.12701	4.001708483999999
NCc1cNcCOcNOO-cCNc1CN_opt.log	N#Cc1c(N)c(C=O)c(N(=O)(=O))c(C#N)c1(C#N)	-0.28785	-0.14971	3.7589827959999997
CCc1cFcCNcNOO-cNc1CN_opt.log	C=Cc1c(F)c(C#N)c(N(=O)(=O))c(N)c1(C#N)	-0.26546	-0.1253	3.8139498239999994
CCc1cNcCNcFcOc1CO_opt.log	C=Cc1c(N)c(C#N)c(F)c(O)c1(C=O)	-0.21666	-0.08713	3.5246926419999998
CCc1cNcNOO-cCOcCNc1CN_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C=O)c(C#N)c1(C#N)	-0.27026	-0.12245	4.022117034
CCc1cCOcNcCNcNOO-c1CO_opt.log	C=Cc1c(C=O)c(N)c(C#N)c(N(=O)(=O))c1(C=O)	-0.26544	-0.12415	3.844698706000001
CCc1cNcCOcCNcFc1O_opt.log	C=Cc1c(N)c(C=O)c(C#N)c(F)c1(O)	-0.23364	-0.07314	4.3674297
CCc1cNcNOO-cNOO-cFc1CC_opt.log	C=Cc1c(N)c(N(=O)(=O))c(N(=O)(=O))c(F)c1(C=C)	-0.2452	-0.11399	3.570407794
NCc1cNcFcFcCOc1CO_opt.log	N#Cc1c(N)c(F)c(F)c(C=O)c1(C=O)	-0.26345	-0.09689	4.532330784000001
CCc1cNcCNcCNcNc1CC_opt.log	C=Cc1c(N)c(C#N)c(C#N)c(N)c1(C=C)	-0.19982	-0.06314	3.719254152
CCc1cNcNOO-cOcCCc1NOO-_opt.log	C=Cc1c(N)c(N(=O)(=O))c(O)c(C=C)c1(N(=O)(=O))	-0.22563	-0.11647	2.970396424
Nc1cFcNOO-cCOcCOc1NOO-_opt.log	Nc1c(F)c(N(=O)(=O))c(C=O)c(C=O)c1(N(=O)(=O))	-0.2676	-0.14267	3.3995202020000006
CCc1cNcCNcNcCCc1N_opt.log	C=Cc1c(N)c(C#N)c(N)c(C=C)c1(N)	-0.19261	-0.00143	5.202275452
CCc1cNcFcNOO-cCOc1CN_opt.log	C=Cc1c(N)c(F)c(N(=O)(=O))c(C=O)c1(C#N)	-0.2584	-0.109	4.065383160000001
NCc1cCOcNcFcCOc1CO_opt.log	N#Cc1c(C=O)c(N)c(F)c(C=O)c1(C=O)	-0.26332	-0.11489	4.038988102
Nc1cFcOcFcFc1F_opt.log	Nc1c(F)c(O)c(F)c(F)c1(F)	-0.2199	0.00283	6.060795122000001
CCc1cNcCOcCCcCOc1CC_opt.log	C=Cc1c(N)c(C=O)c(C=C)c(C=O)c1(C=C)	-0.22491	-0.05527	4.616141896
CCc1cFcNcNOO-cNc1F_opt.log	C=Cc1c(F)c(N)c(N(=O)(=O))c(N)c1(F)	-0.20765	-0.09449	3.079242024
Nc1cFcFcFcCOc1NOO-_opt.log	Nc1c(F)c(F)c(F)c(C=O)c1(N(=O)(=O))	-0.25852	-0.12051	3.7554453140000006
CCc1cNcFcCOcNOO-c1N_opt.log	C=Cc1c(N)c(F)c(C=O)c(N(=O)(=O))c1(N)	-0.23198	-0.09333	3.77286061
NCc1cFcNcFcCOc1NOO-_opt.log	N#Cc1c(F)c(N)c(F)c(C=O)c1(N(=O)(=O))	-0.27143	-0.12116	4.089057078000001
CCc1cNcCNcNOO-cNOO-c1O_opt.log	C=Cc1c(N)c(C#N)c(N(=O)(=O))c(N(=O)(=O))c1(O)	-0.26453	-0.12187	3.881978324
CCc1cNcCNcCNcCNc1O_opt.log	C=Cc1c(N)c(C#N)c(C#N)c(C#N)c1(O)	-0.25382	-0.08666	4.548657624
NCc1cFcNcFcCNc1NOO-_opt.log	N#Cc1c(F)c(N)c(F)c(C#N)c1(N(=O)(=O))	-0.27995	-0.12388	4.246883198
CCc1cNcFcNcCNc1NOO-_opt.log	C=Cc1c(N)c(F)c(N)c(C#N)c1(N(=O)(=O))	-0.22946	-0.09376	3.6925869799999997
NCc1cOcNOO-cNcCOc1F_opt.log	N#Cc1c(O)c(N(=O)(=O))c(N)c(C=O)c1(F)	-0.26889	-0.10685	4.409335256
NCc1cNcFcCOcNOO-c1O_opt.log	N#Cc1c(N)c(F)c(C=O)c(N(=O)(=O))c1(O)	-0.27051	-0.11311	4.28307436
